INFLOW_SGG_CD,tot,관내/관외,SGG_CD,SGG_NM,SIDO_NM,영역 구분
51730,1.4041666666666668,관외,51730,횡성군,강원특별자치도,500
51810,1.35625,관외,51810,인제군,강원특별자치도,500
51790,1.3025,관외,51790,화천군,강원특별자치도,500
26110,1.2583333333333333,관외,26110,중구,부산광역시,500
43800,1.21625,관외,43800,단양군,충청북도,500
51770,1.0520833333333335,관외,51770,정선군,강원특별자치도,500
51780,0.9466666666666667,관외,51780,철원군,강원특별자치도,500
46910,0.9445833333333333,관외,46910,신안군,전라남도,500
51190,0.7987500000000001,관외,51190,태백시,강원특별자치도,500
47750,0.7433333333333334,관외,47750,청송군,경상북도,500
28720,0.7308333333333333,관외,28720,옹진군,인천광역시,500
47900,0.5825,관외,47900,예천군,경상북도,500
51800,0.49291666666666667,관외,51800,양구군,강원특별자치도,500
47760,0.43333333333333335,관외,47760,영양군,경상북도,500
46900,0.42291666666666666,관외,46900,진도군,전라남도,500
51820,0.38916666666666666,관외,51820,고성군,강원특별자치도,500
51830,0.2529166666666667,관외,51830,양양군,강원특별자치도,500
47940,0.12916666666666668,관외,47940,울릉군,경상북도,500
44710,21200.496666666666,관내,44710,금산군,충청남도,1000
30110,1851.1441666666667,관외,30110,동구,대전광역시,1000
30170,1793.88625,관외,30170,서구,대전광역시,1000
30140,1534.2020833333333,관외,30140,중구,대전광역시,1000
30230,835.3195833333333,관외,30230,대덕구,대전광역시,1000
30200,813.6695833333333,관외,30200,유성구,대전광역시,1000
36110,391.8316666666667,관외,36110,세종특별자치시,세종특별자치시,1000
52730,268.95208333333335,관외,52730,무주군,전북특별자치도,1000
43730,200.83958333333334,관외,43730,옥천군,충청북도,1000
44230,184.08916666666667,관내,44230,논산시,충청남도,1000
43740,152.81083333333333,관외,43740,영동군,충청북도,1000
44133,145.04166666666669,관내,44133,천안시 서북구,충청남도,1000
48170,137.46125,관외,48170,진주시,경상남도,1000
43113,131.82083333333335,관외,43113,청주시 흥덕구,충청북도,1000
44131,123.245,관내,44131,천안시 동남구,충청남도,1000
52140,119.26708333333335,관외,52140,익산시,전북특별자치도,1000
44200,113.45958333333334,관내,44200,아산시,충청남도,1000
52720,104.78458333333334,관외,52720,진안군,전북특별자치도,1000
43112,103.81333333333335,관외,43112,청주시 서원구,충청북도,1000
47190,100.88833333333334,관외,47190,구미시,경상북도,1000
41220,99.965,관외,41220,평택시,경기도,1000
52111,95.95750000000001,관외,52111,전주시 완산구,전북특별자치도,1000
52113,95.81500000000001,관외,52113,전주시 덕진구,전북특별자치도,1000
44150,90.05583333333334,관내,44150,공주시,충청남도,1000
27290,87.31375,관외,27290,달서구,대구광역시,1000
41590,84.00375000000001,관외,41590,화성시,경기도,1000
